"","Forest","PlotID","Species","RelDenAll","RelDomAll","plot_present","NumPlots","RelFreq","IV"
"22","Donnerville",1,"catscratch",0.837988826815642,0.652398139447493,1,4,26.6666666666667,28.1570536329298
"23","Donnerville",1,"choke cherry",22.3463687150838,0.173972837185998,1,4,26.6666666666667,49.1870082189365
"24","Donnerville",1,"red maple",4.18994413407821,8.07694992561574,1,12,80,92.266894059694
"25","Donnerville",1,"striped maple",11.1731843575419,0.086986418592999,1,2,13.3333333333333,24.5935041094682
"26","Donnerville",1,"sugar maple",12.5698324022346,67.2112958823456,1,9,60,139.78112828458
"27","Donnerville",2,"american beech",29.7253634894992,14.0557562936273,1,6,40,83.7811197831265
"28","Donnerville",2,"american elm",0.484652665589661,0.890364186749901,1,5,33.3333333333333,34.7083501856729
"29","Donnerville",2,"black cherry",60.5815831987076,16.8912602987655,1,4,26.6666666666667,104.13951016414
"30","Donnerville",2,"hornbeam",0.484652665589661,1.32415851687969,1,2,13.3333333333333,15.1421445158027
"31","Donnerville",2,"red maple",1.93861066235864,12.2120960605401,1,12,80,94.1507067228988
"32","Donnerville",2,"sugar maple",0.969305331179321,27.715755936595,1,9,60,88.6850612677743
"33","Donnerville",2,"Unknown1",4.84652665589661,23.0553064720749,1,1,6.66666666666667,34.5684997946381
"34","Donnerville",2,"white ash",0.969305331179321,3.85530223476762,1,7,46.6666666666667,51.4912742326136
"35","Donnerville",3,"american beech",63.1419939577039,7.56074827305866,1,6,40,110.702742230763
"36","Donnerville",3,"catscratch",0.906344410876133,2.66183707752066,1,4,26.6666666666667,30.2348481550635
"37","Donnerville",3,"red maple",1.81268882175227,14.6085079785844,1,12,80,96.4211968003367
"38","Donnerville",3,"striped maple",12.0845921450151,0.162030501431742,1,2,13.3333333333333,25.5799559797802
"39","Donnerville",3,"sugar maple",17.5226586102719,27.6726222327722,1,9,60,105.195280843044
"40","Donnerville",3,"yellow birch",4.53172205438066,47.3342539366323,1,2,13.3333333333333,65.1993093243463
"41","South Hammond",4,"black cherry",7.19063545150502,1.59221671309542,1,4,26.6666666666667,35.4495188312671
"42","South Hammond",4,"catscratch",1.00334448160535,2.23389626888632,1,4,26.6666666666667,29.9039074171583
"43","South Hammond",4,"choke cherry",14.38127090301,4.42457298453514,1,4,26.6666666666667,45.4725105542118
"44","South Hammond",4,"red oak",22.0735785953177,17.4596530296593,1,3,20,59.533231624977
"45","South Hammond",4,"shagbark hickory",13.8795986622074,5.16698654019628,1,2,13.3333333333333,32.379918535737
"46","South Hammond",4,"white oak",11.2040133779264,43.4776775716681,1,3,20,74.6816909495945
"47","South Hammond",4,"white pine",30.2675585284281,25.6449968919595,1,8,53.3333333333333,109.245888753721
"48","South Hammond",5,"quaking aspen",1.34529147982063,10.5242762708001,1,1,6.66666666666667,18.5362344172874
"49","South Hammond",5,"red maple",5.38116591928251,28.6739829400262,1,12,80,114.055148859309
"50","South Hammond",5,"red oak",50.6726457399103,32.4671877436925,1,3,20,103.139833483603
"51","South Hammond",5,"shagbark hickory",17.9372197309417,0.119971686681943,1,2,13.3333333333333,31.390524750957
"52","South Hammond",5,"white ash",1.34529147982063,1.59163437428767,1,7,46.6666666666667,49.603592520775
"53","South Hammond",5,"white oak",1.34529147982063,2.44967187743692,1,3,20,23.7949633572576
"54","South Hammond",5,"white pine",21.9730941704036,24.1732751070747,1,8,53.3333333333333,99.4797026108116
"55","South Hammond",6,"basswood",2.10859251449657,0.124040200188479,1,3,20,22.2326327146851
"56","South Hammond",6,"big toothed aspen",2.10859251449657,0.124040200188479,1,2,13.3333333333333,15.5659660480184
"57","South Hammond",6,"catscratch",0.158144438587243,1.02565740530849,1,4,26.6666666666667,27.8504685105624
"58","South Hammond",6,"choke cherry",33.8956246705324,9.22201676341285,1,4,26.6666666666667,69.7843081006119
"59","South Hammond",6,"red maple",4.21718502899315,0.248080400376958,1,12,80,84.4652654293701
"60","South Hammond",6,"red oak",5.64048497627833,63.9898274631826,1,3,20,89.6303124394609
"61","South Hammond",6,"red pine",0.316288877174486,4.82165965167651,1,7,46.6666666666667,51.8046151955177
"62","South Hammond",6,"sugar maple",35.8460727464417,5.08564820772764,1,9,60,100.931720954169
"63","South Hammond",6,"white ash",12.8096995255667,6.05821640735546,1,7,46.6666666666667,65.5345825995888
"64","South Hammond",6,"white oak",2.42488139167106,3.6429056292854,1,3,20,26.0677870209565
"65","South Hammond",6,"white pine",0.474433315761729,5.65790767129719,1,8,53.3333333333333,59.4656743203923
"66","Whipoorwill",13,"american elm",4.33381088825215,2.62895925441403,1,5,33.3333333333333,40.2961034759995
"67","Whipoorwill",13,"basswood",2.38777459407832,0.198937514522439,1,3,20,22.5867121086008
"68","Whipoorwill",13,"choke cherry",0.477554918815664,0.0397875029044877,1,4,26.6666666666667,27.1840090883868
"69","Whipoorwill",13,"hornbeam",2.38777459407832,0.198937514522439,1,2,13.3333333333333,15.9200454419341
"70","Whipoorwill",13,"red maple",7.92741165234002,6.14810420506161,1,12,80,94.0755158574016
"71","Whipoorwill",13,"red pine",0.393982808022923,31.9169081768093,1,7,46.6666666666667,78.9775576514989
"72","Whipoorwill",13,"spruce",0.955109837631328,0.0795750058089754,1,2,13.3333333333333,14.3680181767736
"73","Whipoorwill",13,"sugar maple",74.0210124164279,6.1670629501956,1,9,60,140.188075366623
"74","Whipoorwill",13,"white ash",4.29799426934097,0.358087526140389,1,7,46.6666666666667,51.322748462148
"75","Whipoorwill",13,"white pine",2.81757402101242,52.2636403496207,1,8,53.3333333333333,108.414547703966
"76","Whipoorwill",14,"american beech",55.3450608930988,4.91668761563287,1,6,40,100.261748508732
"77","Whipoorwill",14,"red maple",19.0798376184032,12.3315874100689,1,12,80,111.411425028472
"78","Whipoorwill",14,"red pine",0.40595399188092,1.78762102094057,1,7,46.6666666666667,48.8602416794882
"79","Whipoorwill",14,"sugar maple",5.4127198917456,0.0667253070907149,1,9,60,65.4794451988363
"80","Whipoorwill",14,"white ash",11.2313937753721,3.62131586642728,1,7,46.6666666666667,61.5193763084661
"81","Whipoorwill",14,"white birch",1.62381596752368,7.48647936761758,1,2,13.3333333333333,22.4436286684746
"82","Whipoorwill",14,"white pine",6.90121786197564,69.7895834122221,1,8,53.3333333333333,130.024134607531
"83","Whiskey Flats",15,"american beech",72.4091520861373,7.87749393115945,1,6,40,120.286646017297
"84","Whiskey Flats",15,"american elm",0.403768506056528,2.65579758772583,1,5,33.3333333333333,36.3928994271157
"85","Whiskey Flats",15,"red maple",18.9771197846568,25.5606209646352,1,12,80,124.537740749292
"86","Whiskey Flats",15,"red pine",2.82637954239569,62.2326170768287,1,7,46.6666666666667,111.725663285891
"87","Whiskey Flats",15,"sugar maple",5.3835800807537,1.67347043965081,1,9,60,67.0570505204045
"88","Whiskey Flats",16,"american beech",47.775746496039,48.7450033536577,1,6,40,136.520749849697
"89","Whiskey Flats",16,"black cherry",0.182815356489945,2.40491792204283,1,4,26.6666666666667,29.2543999451994
"90","Whiskey Flats",16,"red maple",50.2132845825716,18.4723918448558,1,12,80,148.685676427427
"91","Whiskey Flats",16,"white birch",1.27970749542962,20.604387054856,1,2,13.3333333333333,35.217427883619
"92","Whiskey Flats",16,"white cedar",0.36563071297989,5.75801898643382,1,1,6.66666666666667,12.7903163660804
"93","Whiskey Flats",16,"yellow birch",0.182815356489945,4.01528083815382,1,2,13.3333333333333,17.5314295279771
